Escola,Etapa,Ano,Matemática,Língua Portuguesa,N,P,Aprovação Geral,1º,2º,3º,4º,5º,6º,7º,8º,9º,IDEB,Meta IDEB,Origem Meta,Diferença para Meta,Situação Meta,Nível Matemática,Nível Língua Portuguesa,Padrão Matemática,Padrão Língua Portuguesa
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental I,2021,235.75,228.59,6.61928,0.997373,99.7,100.0,100.0,100.0,100.0,98.7,,,,,6.6,6.5,Original,0.09999999999999964,Acima da meta,5,5,Básico,Adequado
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental I,2023,234.91,220.89,6.46325,0.97733,97.7,100.0,97.7,100.0,94.3,96.9,,,,,6.3,6.5,Referência 2021,-0.20000000000000018,Abaixo da meta,5,4,Básico,Adequado
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental I,2025,235.52,221.41,,0.987101,98.8,98.0,100.0,100.0,95.7,100.0,,,,,6.4,6.5,Referência 2021,-0.09999999999999964,Abaixo da meta,5,4,Básico,Adequado
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental II,2011,,,,,,,,,,,,,,,,,Original,,,,,,
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental II,2013,,,,,,,,,,,,,,,,,Original,,,,,,
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental II,2015,283.54,270.19,5.8955,0.939521,93.8,,,,,,93.0,91.5,91.8,100.0,5.5,,Original,,,4,3,Básico,Básico
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental II,2017,264.15,267.05,5.52,0.89459,89.1,,,,,,85.5,82.4,91.9,100.0,4.9,5.8,Original,-0.8999999999999995,Abaixo da meta,3,3,Básico,Básico
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental II,2019,282.63,279.33,6.032667,0.971772,97.0,,,,,,94.1,96.7,98.1,100.0,5.9,6.0,Original,-0.09999999999999964,Abaixo da meta,4,4,Básico,Adequado
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental II,2021,265.76,269.61,5.5895,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.6,6.2,Original,-0.6000000000000005,Abaixo da meta,3,3,Básico,Básico
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental II,2023,240.54,254.04,4.909667,0.968357,96.8,,,,,,94.2,94.7,98.7,100.0,4.8,6.2,Referência 2021,-1.4000000000000004,Abaixo da meta,2,3,Básico,Básico
ARISTIDES DA COSTA E SILVA PROF EMEF,Fundamental II,2025,277.69,273.71,,0.987829,98.8,,,,,,100.0,98.3,96.9,100.0,5.8,6.2,Referência 2021,-0.40000000000000036,Abaixo da meta,4,3,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental I,2005,175.17,169.85,4.39524,0.863,86.3,,,,,86.3,,,,,3.8,,,,,3,2,Abaixo do básico,Abaixo do básico
ARMANDO CAVAZZA EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,3.9,Original,,,,,,
ARMANDO CAVAZZA EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,4.2,Original,,,,,,
ARMANDO CAVAZZA EMEF,Fundamental I,2011,214.38,198.83,5.670365,0.954744,95.8,100.0,90.6,94.3,95.4,97.6,,,,,5.4,4.6,Original,0.8000000000000007,Acima da meta,4,3,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental I,2013,217.48,198.8,5.72898,0.972525,97.3,98.6,97.4,96.5,97.6,96.2,,,,,5.6,4.9,Original,0.6999999999999993,Acima da meta,4,3,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental I,2015,226.55,216.65,6.226617,0.993123,99.3,100.0,97.9,100.0,98.7,100.0,,,,,6.2,5.2,Original,1.0,Acima da meta,5,4,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental I,2017,226.82,221.87,6.326679,0.973584,97.6,100.0,100.0,95.6,97.7,93.8,,,,,6.2,5.5,Original,0.7000000000000002,Acima da meta,5,4,Básico,Adequado
ARMANDO CAVAZZA EMEF,Fundamental I,2019,239.82,234.65,6.807134,0.981773,98.3,100.0,100.0,97.3,96.5,97.2,,,,,6.7,5.7,Original,1.0,Acima da meta,5,5,Básico,Adequado
ARMANDO CAVAZZA EMEF,Fundamental I,2021,206.42,210.17,5.724638,0.996964,99.7,100.0,100.0,100.0,100.0,98.5,,,,,5.7,6.0,Original,-0.2999999999999998,Abaixo da meta,4,4,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental I,2023,,,,0.986723,98.8,100.0,97.4,100.0,100.0,96.1,,,,,,6.0,Referência 2021,,,,,,
ARMANDO CAVAZZA EMEF,Fundamental I,2025,227.29,220.53,,0.994062,99.4,100.0,100.0,100.0,100.0,97.1,,,,,6.3,6.0,Referência 2021,0.2999999999999998,Acima da meta,5,4,Básico,Adequado
ARMANDO CAVAZZA EMEF,Fundamental II,2005,237.57,223.37,4.34896,0.842919,87.3,,,,,,89.0,81.5,78.9,88.7,3.7,,,,,2,1,Básico,Abaixo do básico
ARMANDO CAVAZZA EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,3.7,Original,,,,,,
ARMANDO CAVAZZA EMEF,Fundamental II,2009,248.05,245.05,4.885,0.907948,90.4,,,,,,86.7,89.3,93.1,94.5,4.4,3.8,Original,0.6000000000000005,Acima da meta,2,2,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental II,2011,250.09,241.96,4.8675,0.873168,88.1,,,,,,80.3,89.0,88.6,92.3,4.3,4.1,Original,0.20000000000000018,Acima da meta,3,2,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental II,2013,243.77,245.3,4.817833,0.918467,92.9,,,,,,88.5,90.7,90.9,97.8,4.4,4.5,Original,-0.09999999999999964,Abaixo da meta,2,2,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental II,2015,257.45,256.47,5.232,0.966324,96.9,,,,,,96.7,95.2,94.8,100.0,5.1,4.9,Original,0.1999999999999993,Acima da meta,3,3,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental II,2017,252.42,270.43,5.380833,0.924217,92.2,,,,,,92.5,94.3,86.7,96.8,5.0,5.2,Original,-0.20000000000000018,Abaixo da meta,3,3,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental II,2019,268.23,270.38,5.6435,0.940177,94.2,,,,,,95.0,85.9,98.6,97.7,5.3,5.4,Original,-0.10000000000000053,Abaixo da meta,3,3,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental II,2021,,,,0.99311,99.4,,,,,,100.0,97.3,100.0,100.0,,5.7,Original,,,,,,
ARMANDO CAVAZZA EMEF,Fundamental II,2023,262.64,262.15,5.413167,0.993204,99.4,,,,,,100.0,98.6,98.7,100.0,5.4,5.7,Referência 2021,-0.2999999999999998,Abaixo da meta,3,3,Básico,Básico
ARMANDO CAVAZZA EMEF,Fundamental II,2025,257.45,260.12,,0.981086,98.0,,,,,,95.2,100.0,97.4,100.0,5.2,5.7,Referência 2021,-0.5,Abaixo da meta,3,3,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental I,2005,186.52,182.55,4.842595,0.843652,84.7,,84.1,77.0,88.6,88.9,,,,,4.1,,,,,3,3,Abaixo do básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental I,2007,206.23,193.25,5.413376,0.896401,89.3,,91.4,87.0,89.2,91.1,,,,,4.9,4.2,Original,0.7000000000000002,Acima da meta,4,3,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental I,2009,207.72,190.6,5.393629,0.975986,97.4,100.0,,,95.5,97.4,,,,,5.3,4.5,Original,0.7999999999999998,Acima da meta,4,3,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental I,2011,,,,0.945652,95.1,99.1,92.5,92.4,,,,,,,,4.9,Original,,,,,,
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental I,2013,207.41,200.2,5.562259,0.942687,94.9,100.0,90.7,93.3,98.3,89.9,,,,,5.2,5.2,Original,0.0,Atingiu a meta,4,4,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental I,2015,214.37,206.56,5.81072,0.947886,95.1,95.3,97.5,96.6,88.7,96.4,,,,,5.5,5.4,Original,0.09999999999999964,Acima da meta,4,4,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental I,2017,228.03,225.8,6.421225,0.94243,94.3,100.0,98.2,91.3,91.6,90.9,,,,,6.1,5.7,Original,0.39999999999999947,Acima da meta,5,5,Básico,Adequado
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental I,2019,241.02,222.71,6.612944,0.975361,97.5,99.4,96.5,95.6,97.0,99.3,,,,,6.5,6.0,Original,0.5,Acima da meta,5,4,Básico,Adequado
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental I,2021,218.93,214.6,6.043924,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.0,6.2,Original,-0.20000000000000018,Abaixo da meta,4,4,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental I,2023,221.22,215.06,6.09599,0.980136,98.0,100.0,96.6,100.0,97.1,96.5,,,,,6.0,6.2,Referência 2021,-0.20000000000000018,Abaixo da meta,4,4,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental I,2025,218.17,205.54,,0.972955,97.3,98.6,96.7,99.4,95.0,96.9,,,,,5.7,6.2,Referência 2021,-0.5,Abaixo da meta,4,4,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental II,2007,251.36,239.26,4.843667,0.843785,83.9,,,,,,81.0,83.8,85.2,87.8,4.1,,Original,,,3,2,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental II,2009,254.44,242.8,4.954,0.901624,89.8,,,,,,85.9,90.1,93.5,91.5,4.5,4.2,Original,0.2999999999999998,Acima da meta,3,2,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental II,2011,262.25,260.37,5.377,0.875081,88.2,,,,,,85.4,86.7,81.9,97.5,4.7,4.4,Original,0.2999999999999998,Acima da meta,3,3,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental II,2013,254.33,254.57,5.148333,0.751604,79.1,,,,,,74.6,65.0,73.3,92.7,3.9,4.7,Original,-0.8000000000000003,Abaixo da meta,3,3,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental II,2015,264.23,267.06,5.5215,0.847461,84.8,,,,,,81.9,81.9,81.1,95.7,4.7,5.1,Original,-0.39999999999999947,Abaixo da meta,3,3,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental II,2017,264.93,272.83,5.629333,0.90591,90.2,,,,,,83.0,91.3,90.9,98.5,5.1,5.3,Original,-0.20000000000000018,Abaixo da meta,3,3,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental II,2019,256.2,259.55,5.2625,0.93791,93.6,,,,,,88.9,90.3,98.3,98.5,4.9,5.5,Original,-0.5999999999999996,Abaixo da meta,3,3,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental II,2021,262.13,256.91,5.317333,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.3,5.8,Original,-0.5,Abaixo da meta,3,3,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental II,2023,248.86,262.81,5.1945,0.954349,95.5,,,,,,95.9,91.9,94.3,100.0,5.0,5.8,Referência 2021,-0.7999999999999998,Abaixo da meta,2,3,Básico,Básico
BENEDITO ADHERBAL FARBO EMEIEF,Fundamental II,2025,,,,0.931621,93.1,,,,,,87.5,93.8,92.8,99.3,,5.8,Referência 2021,,,,,,
BRUNO TOLAINI EMEF,Fundamental I,2005,171.35,170.57,4.335387,0.947468,94.7,,93.0,93.6,98.7,93.9,,,,,4.1,,,,,2,2,Abaixo do básico,Abaixo do básico
BRUNO TOLAINI EMEF,Fundamental I,2007,209.24,192.83,5.463183,0.941104,94.2,99.2,91.9,90.9,93.6,95.4,,,,,5.1,4.2,Original,0.8999999999999995,Acima da meta,4,3,Básico,Básico
BRUNO TOLAINI EMEF,Fundamental I,2009,212.09,196.76,5.589026,0.918248,92.2,100.0,85.9,89.6,88.6,96.5,,,,,5.1,4.5,Original,0.5999999999999996,Acima da meta,4,3,Básico,Básico
BRUNO TOLAINI EMEF,Fundamental I,2011,,,,,,,,,,,,,,,,4.9,Original,,,,,,
BRUNO TOLAINI EMEF,Fundamental I,2013,,,,,,,,,,,,,,,,5.2,Original,,,,,,
BRUNO TOLAINI EMEF,Fundamental I,2015,223.7,218.34,6.202955,0.98399,98.2,100.0,100.0,96.6,97.0,98.5,,,,,6.1,5.5,Original,0.5999999999999996,Acima da meta,4,4,Básico,Básico
BRUNO TOLAINI EMEF,Fundamental I,2017,243.09,240.75,6.980448,0.969987,97.0,100.0,99.3,94.2,94.3,97.5,,,,,6.8,6.3,Original,0.5,Acima da meta,5,5,Básico,Adequado
BRUNO TOLAINI EMEF,Fundamental I,2019,252.99,232.52,7.019743,0.964607,96.5,100.0,95.5,91.4,96.6,99.3,,,,,6.8,6.5,Original,0.2999999999999998,Acima da meta,6,5,Adequado,Adequado
BRUNO TOLAINI EMEF,Fundamental I,2021,240.77,231.16,6.761809,0.998996,99.9,100.0,100.0,100.0,99.5,100.0,,,,,6.8,6.8,Original,0.0,Atingiu a meta,5,5,Básico,Adequado
BRUNO TOLAINI EMEF,Fundamental I,2023,236.36,226.5,6.592922,0.989899,99.0,100.0,99.3,100.0,97.5,98.2,,,,,6.5,6.8,Referência 2021,-0.2999999999999998,Abaixo da meta,5,5,Básico,Adequado
BRUNO TOLAINI EMEF,Fundamental I,2025,231.06,219.16,,0.987408,98.7,100.0,98.1,96.4,99.3,100.0,,,,,6.3,6.8,Referência 2021,-0.5,Abaixo da meta,5,4,Básico,Adequado
CAIO PRADO JUNIOR DEP EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
CAIO PRADO JUNIOR DEP EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
CAIO PRADO JUNIOR DEP EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
CAIO PRADO JUNIOR DEP EMEF,Fundamental I,2011,223.49,192.19,5.723493,0.958305,96.4,99.0,85.7,96.1,100.0,100.0,,,,,5.5,,Original,,,4,3,Básico,Básico
CAIO PRADO JUNIOR DEP EMEF,Fundamental I,2013,221.47,220.63,6.202034,0.903648,90.7,100.0,80.3,92.8,91.5,89.5,,,,,5.6,5.7,Original,-0.10000000000000053,Abaixo da meta,4,4,Básico,Adequado
CAIO PRADO JUNIOR DEP EMEF,Fundamental I,2015,217.46,217.36,6.066053,0.937454,93.3,100.0,100.0,81.0,96.6,94.0,,,,,5.7,6.0,Original,-0.2999999999999998,Abaixo da meta,4,4,Básico,Básico
CAIO PRADO JUNIOR DEP EMEF,Fundamental I,2017,219.13,214.41,6.044287,0.976357,97.9,100.0,100.0,89.2,100.0,100.0,,,,,5.9,6.2,Original,-0.2999999999999998,Abaixo da meta,4,4,Básico,Básico
CAIO PRADO JUNIOR DEP EMEF,Fundamental I,2019,,,,,,,,,,,,,,,,6.5,Original,,,,,,
CAIO PRADO JUNIOR DEP EMEF,Fundamental I,2021,,,,,,,,,,,,,,,,6.7,Original,,,,,,
CAIO PRADO JUNIOR DEP EMEF,Fundamental I,2023,,,,,,,,,,,,,,,,6.7,Referência 2021,,,,,,
CAIO PRADO JUNIOR DEP EMEF,Fundamental I,2025,,,,,,,,,,,,,,,,6.7,Referência 2021,,,,,,
CAIO PRADO JUNIOR DEP EMEF,Fundamental II,2005,254.47,231.02,4.758036,0.894775,89.2,,,,,,89.8,89.2,83.9,95.8,4.3,,,,,3,2,Básico,Básico
CAIO PRADO JUNIOR DEP EMEF,Fundamental II,2007,257.69,236.62,4.905167,0.841329,84.7,,,,,,89.9,87.4,73.8,87.5,4.1,4.3,Original,-0.20000000000000018,Abaixo da meta,3,2,Básico,Básico
CAIO PRADO JUNIOR DEP EMEF,Fundamental II,2009,,,,0.893244,88.6,,,,,,86.8,92.0,,,,4.4,Original,,,,,,
CAIO PRADO JUNIOR DEP EMEF,Fundamental II,2011,267.0,256.47,5.391167,0.882489,88.7,,,,,,84.1,88.6,90.8,89.8,4.8,4.7,Original,0.09999999999999964,Acima da meta,3,3,Básico,Básico
CAIO PRADO JUNIOR DEP EMEF,Fundamental II,2013,272.03,261.33,5.556,0.856193,88.1,,,,,,80.0,81.8,85.2,97.5,4.8,5.1,Original,-0.2999999999999998,Abaixo da meta,3,3,Básico,Básico
CAIO PRADO JUNIOR DEP EMEF,Fundamental II,2015,253.6,244.04,4.960667,0.75632,76.4,,,,,,73.5,67.5,73.1,92.7,3.8,5.5,Original,-1.7000000000000002,Abaixo da meta,3,2,Básico,Básico
CAIO PRADO JUNIOR DEP EMEF,Fundamental II,2017,268.22,270.01,5.637167,0.876013,87.5,,,,,,85.2,88.2,88.2,88.9,4.9,5.7,Original,-0.7999999999999998,Abaixo da meta,3,3,Básico,Básico
CAIO PRADO JUNIOR DEP EMEF,Fundamental II,2019,,,,,,,,,,,,,,,,5.9,Original,,,,,,
CAIO PRADO JUNIOR DEP EMEF,Fundamental II,2021,,,,,,,,,,,,,,,,6.2,Original,,,,,,
CAIO PRADO JUNIOR DEP EMEF,Fundamental II,2023,,,,,,,,,,,,,,,,6.2,Referência 2021,,,,,,
CAIO PRADO JUNIOR DEP EMEF,Fundamental II,2025,,,,,,,,,,,,,,,,6.2,Referência 2021,,,,,,
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental I,2011,,,,,,,,,,,,,,,,,Original,,,,,,
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental I,2013,191.31,175.72,4.809916,0.97278,97.1,100.0,91.7,100.0,98.6,96.6,,,,,4.7,,Original,,,3,3,Abaixo do básico,Abaixo do básico
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental I,2015,215.24,215.76,5.994595,0.982934,98.3,100.0,100.0,96.1,98.7,96.8,,,,,5.9,5.0,Original,0.9000000000000004,Acima da meta,4,4,Básico,Básico
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental I,2017,240.77,227.63,6.697627,0.968727,97.1,100.0,100.0,95.8,94.0,94.9,,,,,6.5,5.2,Original,1.2999999999999998,Acima da meta,5,5,Básico,Adequado
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental I,2019,254.93,243.12,7.249493,0.977874,97.8,100.0,100.0,94.4,96.0,98.8,,,,,7.1,5.5,Original,1.5999999999999996,Acima da meta,6,5,Adequado,Adequado
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental I,2021,237.64,229.78,6.676985,0.988433,98.8,98.9,100.0,96.5,98.9,100.0,,,,,6.6,5.8,Original,0.7999999999999998,Acima da meta,5,5,Básico,Adequado
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental I,2023,246.9,242.07,7.077158,0.965036,96.4,100.0,100.0,100.0,86.7,97.3,,,,,6.8,5.8,Referência 2021,1.0,Acima da meta,5,5,Adequado,Adequado
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental I,2025,230.35,219.73,,0.971542,97.1,98.7,94.7,97.6,98.8,96.1,,,,,6.2,5.8,Referência 2021,0.40000000000000036,Acima da meta,5,4,Básico,Adequado
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental II,2011,,,,,,,,,,,,,,,,,Original,,,,,,
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental II,2013,257.5,249.2,5.111667,0.974095,97.5,,,,,,94.8,100.0,95.1,100.0,5.0,,Original,,,3,2,Básico,Básico
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental II,2015,252.67,249.77,5.040667,0.916691,91.5,,,,,,89.9,91.7,87.7,98.0,4.6,5.2,Original,-0.6000000000000005,Abaixo da meta,3,2,Básico,Básico
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental II,2017,281.0,295.31,6.271833,0.926455,92.9,,,,,,87.5,92.0,95.4,96.2,5.8,5.5,Original,0.2999999999999998,Acima da meta,4,4,Básico,Adequado
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental II,2019,278.7,286.05,6.079167,0.971305,97.2,,,,,,94.2,97.7,100.0,96.8,5.9,5.7,Original,0.20000000000000018,Acima da meta,4,4,Básico,Adequado
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental II,2021,274.91,285.37,6.004667,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,6.0,5.9,Original,0.09999999999999964,Acima da meta,3,4,Básico,Adequado
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental II,2023,283.03,284.54,6.126167,0.973137,97.3,,,,,,98.8,97.8,96.1,96.6,6.0,5.9,Referência 2021,0.09999999999999964,Acima da meta,4,4,Básico,Adequado
CARLOS OSMARINHO DE LIMA PROF EMEF,Fundamental II,2025,253.62,261.46,,0.985334,98.5,,,,,,98.9,100.0,96.5,98.8,5.2,5.9,Referência 2021,-0.7000000000000002,Abaixo da meta,3,3,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
DALVA FOGACA PROFA EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
DALVA FOGACA PROFA EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
DALVA FOGACA PROFA EMEF,Fundamental I,2011,231.48,212.9,6.252519,0.964456,96.4,100.0,95.5,92.4,98.8,95.9,,,,,6.0,,Original,,,5,4,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental I,2013,217.61,204.52,5.835461,0.955155,95.8,99.1,95.6,92.0,98.4,92.9,,,,,5.6,6.3,Original,-0.7000000000000002,Abaixo da meta,4,4,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental I,2015,224.29,222.64,6.292396,0.971588,97.0,97.2,97.8,99.1,94.7,97.1,,,,,6.1,6.5,Original,-0.40000000000000036,Abaixo da meta,4,4,Básico,Adequado
DALVA FOGACA PROFA EMEF,Fundamental I,2017,236.84,234.67,6.750627,0.967634,96.8,99.0,100.0,90.6,97.5,97.3,,,,,6.5,6.7,Original,-0.20000000000000018,Abaixo da meta,5,5,Básico,Adequado
DALVA FOGACA PROFA EMEF,Fundamental I,2019,247.99,236.8,7.002141,0.979169,97.9,100.0,98.2,94.1,98.4,99.1,,,,,6.9,6.9,Original,0.0,Atingiu a meta,5,5,Adequado,Adequado
DALVA FOGACA PROFA EMEF,Fundamental I,2021,223.23,213.69,6.10944,0.994753,99.5,100.0,100.0,100.0,99.1,98.3,,,,,6.1,7.1,Original,-1.0,Abaixo da meta,4,4,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental I,2023,225.64,213.8,6.157432,0.95326,95.4,99.3,95.3,92.4,95.8,94.1,,,,,5.9,7.1,Referência 2021,-1.1999999999999993,Abaixo da meta,5,4,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental I,2025,225.1,210.07,,0.9818,98.3,96.9,100.0,100.0,99.2,95.0,,,,,6.0,7.1,Referência 2021,-1.0999999999999996,Abaixo da meta,5,4,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental II,2005,246.97,230.29,4.620864,0.893436,89.0,,,,,,87.7,91.0,87.7,91.1,4.1,,,,,2,2,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental II,2007,246.91,233.68,4.6765,0.88472,88.6,,,,,,85.0,91.4,90.7,87.1,4.1,4.2,Original,-0.10000000000000053,Abaixo da meta,2,2,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental II,2009,237.4,237.17,4.576167,0.886061,88.7,,,,,,89.3,89.9,86.5,88.8,4.1,4.3,Original,-0.20000000000000018,Abaixo da meta,2,2,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental II,2011,272.5,271.34,5.730667,0.909869,91.5,,,,,,89.9,88.0,94.5,91.8,5.2,4.6,Original,0.6000000000000005,Acima da meta,3,3,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental II,2013,266.13,253.84,5.332833,0.920361,92.4,,,,,,88.9,89.0,94.6,96.1,4.9,5.0,Original,-0.09999999999999964,Abaixo da meta,3,3,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental II,2015,271.77,268.81,5.676333,0.920369,92.2,,,,,,92.2,87.3,92.8,96.3,5.2,5.3,Original,-0.09999999999999964,Abaixo da meta,3,3,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental II,2017,281.16,273.66,5.913667,0.968464,96.9,,,,,,99.2,95.5,95.1,97.7,5.7,5.6,Original,0.10000000000000053,Acima da meta,4,3,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental II,2019,286.98,285.66,6.210667,0.989681,98.9,,,,,,97.7,100.0,99.2,99.0,6.1,5.8,Original,0.2999999999999998,Acima da meta,4,4,Básico,Adequado
DALVA FOGACA PROFA EMEF,Fundamental II,2021,278.05,285.77,6.063667,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,6.1,6.1,Original,0.0,Atingiu a meta,4,4,Básico,Adequado
DALVA FOGACA PROFA EMEF,Fundamental II,2023,276.93,273.73,5.844333,0.954241,95.4,,,,,,95.6,95.1,95.2,95.8,5.6,6.1,Referência 2021,-0.5,Abaixo da meta,4,3,Básico,Básico
DALVA FOGACA PROFA EMEF,Fundamental II,2025,263.04,256.96,,0.982379,98.2,,,,,,97.6,97.1,98.3,100.0,5.2,6.1,Referência 2021,-0.8999999999999995,Abaixo da meta,3,3,Básico,Básico
DEIRO FELICIO DE ANDRADE REV EMEF,Fundamental I,2005,191.3,191.91,5.104113,0.921565,92.1,,92.8,90.0,93.4,92.5,,,,,4.7,,,,,3,3,Abaixo do básico,Básico
DEIRO FELICIO DE ANDRADE REV EMEF,Fundamental I,2007,208.39,194.15,5.470961,0.956438,95.9,100.0,93.6,95.0,92.5,97.5,,,,,5.2,4.8,Original,0.40000000000000036,Acima da meta,4,3,Básico,Básico
DEIRO FELICIO DE ANDRADE REV EMEF,Fundamental I,2009,199.68,187.77,5.18874,0.932517,93.0,99.6,88.3,91.8,92.4,94.9,,,,,4.8,5.1,Original,-0.2999999999999998,Abaixo da meta,3,3,Abaixo do básico,Básico
